Price List ID,Price List Name,Product Name,Variant ID,SKU,Qty  Band 1,Price 1,Qty Band 2,Price 2,Qty Band 3,Price 3
16,Distributor UK Single,Closed Toe Velour Slippers,3089,SVE : SVECLBB01,1,0.95,100,0.95,,
16,Distributor UK Single,Closed Toe Velour Slippers,3090,SVE : SVECL08,1,0.95,100,0.78,,
16,Distributor UK Single,Sumptuous - Ivory 550gsm Bathrobe,3093,BSUXL04,,,,,,
16,Distributor UK Single,Comfy Hot/Gym Towels 450gsm (Brown),3104,TCOHO03,1,2.14,5,2.14,100,2.14
16,Distributor UK Single,Comfy Premium Beige Face Cloth 450gsm,3106,TCOFC02,,,,,,
16,Distributor UK Single,Comfy Gold Face Cloth 450gsm,3107,TCOFC10,,,,,,
16,Distributor UK Single,Comfy Coloured Premium Beige Bath Mat 700gsm,3108,TCOBM02,,,,,,
16,Distributor UK Single,Comfy Purple Bath Mat 700gsm,3109,TCOBM20,,,,,,
16,Distributor UK Single,Pure Linen Deluxe - Oxford Pillow Case,3112,LPUDPC : LPUDPC35,,,,,,
16,Distributor UK Single,Pure Linen Deluxe - Oxford Pillow Case,3113,LPUDPC : LPUDPC01,,,,,,
16,Distributor UK Single,Circular Knitted Elasticated Covers,3116,TCKECMO1M01,1,42,10,42,20,37.8
16,Distributor UK Single,SupremeSoft�� Elasticated Cradle C,3117,,1,6.27,5,6.27,150,6.27
16,Distributor UK Single,SupremeSoft�� Deluxe 400gsm Treatment T,3118,TSUP400 : TSUP400TB35,1,30.24,5,30.24,10,30.24
16,Distributor UK Single,SRUFLM35,3120,SRUFLM35,1,1.2,50,1.2,,
16,Distributor UK Single,SRUFLXL35,3121,SRUFLXL35,1,1.2,50,1.2,,
16,Distributor UK Single,Pure Linen Deluxe Duvet,3128,LPUDD01,,,,,,
16,Distributor UK Single,Opulence Towels 650 gsm,3179,TOP : TOPBT01,1,7.77,5,7.77,21,7.77
16,Distributor UK Single,SupremeSoft�� Deluxe 400gsm Treatment T,3189,TSUP400TB16,1,30.24,5,30.24,10,30.24
16,Distributor UK Single,SupremeSoft�� Deluxe 400gsm Treatment T,3190,TSUP400TBHHC16,1,35.67,4,35.67,8,35.67
16,Distributor UK Single,Zen Bathrobe 220gsm,3194,BZE : BZEXL01,1,15.37,5,15.37,20,15.37
16,Distributor UK Single,Zen Bathrobe 220gsm,3195,BZE : BZEXXL01,1,18.31,5,18.31,20,18.31
16,Distributor UK Single,SupremeSoft�� 300gsm Head,3196,TSUP&gt; : TSUPHB35,,,,,,
16,Distributor UK Single,TSELCC35,3197,TSELCC35,1,20.32,5,20.32,12,20.32
16,Distributor UK Single,SilkSoft��� Cradle,3200,LSS. : LSSECC01,1,3.47,10,3.47,100,3.47
16,Distributor UK Single,Comfy Premium Towelling Bathrobe 400gsm,3201,BCO : BCOBL19,,,,,,
16,Distributor UK Single,Healthy Waffle Effect Towelling Bathrobe 350gsm,3202,BHE : BHEBL19,,,,,,
16,Distributor UK Single,Healthy Waffle Effect Towelling Bathrobe 350gsm,3203,BHE : BHEM19,,,,,,
16,Distributor UK Single,Chequers Bath Mat 800gsm,3205,TCHBM01,1,3.29,5,3.29,50,3.29
16,Distributor UK Single,Picture Frame Bath Mat 900gsm,3206,TPFBM01,1,4.34,5,4.34,40,3.92
16,Distributor UK Single,TSUPLCC35,3207,TSUPLCC35,1,26.78,5,24.12,20,24.12
16,Distributor UK Single,Lounge and Pool Chair Covers 350gsm,3209,TSE- : TSELCC35,1,20.32,5,20.32,12,20.32
16,Distributor UK Single,Lounge and Pool Chair Covers 350gsm,3210,TSE- : TSELCC16,1,20.32,5,20.32,12,20.32

